Probe 1,Probe 2,Probe 3
0.11177,0.107573,0.093946
0.111634,0.10799,0.094356
0.111361,0.108685,0.09504
0.111225,0.108963,0.09545
0.110952,0.109241,0.095859
0.110544,0.109797,0.096816
0.110271,0.110075,0.097363
0.109999,0.110214,0.097909
0.109454,0.110631,0.098866
0.109181,0.110909,0.099549
0.108908,0.111047,0.100095
0.108363,0.111464,0.101189
0.108091,0.111603,0.101735
0.107682,0.111742,0.102282
0.107273,0.111881,0.102828
0.106728,0.112159,0.103785
0.10632,0.112298,0.104331
0.106047,0.112437,0.104741
0.10523,0.112576,0.105561
0.104821,0.112715,0.105971
0.104412,0.112854,0.106381
0.103458,0.112993,0.107064
0.102913,0.112993,0.107338
0.102368,0.112993,0.107611
0.101278,0.113132,0.108157
0.100733,0.113132,0.108431
0.100188,0.113132,0.108704
0.098962,0.113132,0.109114
0.098553,0.113132,0.109251
0.097872,0.113132,0.109387
0.096782,0.112993,0.109797
0.096237,0.112993,0.11007
0.095828,0.112854,0.110207
0.094874,0.112854,0.11048
0.094329,0.112715,0.110617
0.093921,0.112715,0.11089
0.092831,0.112576,0.111164
0.092422,0.112576,0.111437
0.091877,0.112437,0.111574
0.091468,0.112437,0.11171
0.090514,0.112298,0.111984
0.090105,0.112298,0.112257
0.089697,0.112159,0.112393
0.089015,0.11202,0.112667
0.088743,0.11202,0.112803
0.08847,0.111881,0.112803
0.088062,0.111603,0.113077
0.087925,0.111325,0.113077
0.087789,0.111186,0.113213
0.087653,0.11077,0.113213
0.087653,0.110353,0.113213
0.087517,0.110214,0.113077
0.08738,0.10938,0.11294
0.08738,0.109102,0.11294
0.08738,0.108685,0.112667
0.087517,0.107712,0.112393
0.087517,0.107295,0.112257
0.087517,0.106739,0.11212
0.087925,0.105767,0.11171
0.088062,0.105211,0.111437
0.088198,0.104516,0.111164
0.08847,0.104099,0.111027
0.089015,0.102987,0.11048
0.089424,0.102431,0.110207
0.089833,0.101875,0.109934
0.09065,0.100764,0.109524
0.091059,0.100208,0.109114
0.091604,0.099652,0.108977
0.092558,0.098679,0.108294
0.093103,0.098123,0.108157
0.093648,0.097567,0.107748
0.094738,0.096456,0.107201
0.095283,0.096039,0.106928
0.095828,0.095622,0.106654
0.096918,0.094649,0.106108
0.097463,0.094232,0.105835
0.098008,0.093815,0.105425
0.099098,0.092981,0.104878
0.099643,0.092703,0.104605
0.100188,0.092286,0.104331
0.101142,0.091592,0.103648
0.101687,0.091453,0.103238
0.102096,0.091175,0.102828
0.102913,0.090758,0.102145
0.103322,0.090341,0.101599
0.103731,0.090202,0.101189
0.10414,0.090063,0.100779
0.104821,0.089646,0.099822
0.105093,0.089507,0.099412
0.105366,0.089368,0.099002
0.105775,0.08909,0.098046
0.106047,0.088812,0.097499
0.106183,0.088812,0.097089
0.106592,0.088673,0.096133
0.106728,0.088673,0.095723
0.106865,0.088673,0.095313
0.107273,0.088673,0.094356
0.10741,0.088812,0.094083
0.107546,0.088951,0.093673
0.107955,0.089368,0.09299
0.108091,0.089507,0.09258
0.108363,0.089785,0.09217
0.108772,0.090202,0.091487
0.108908,0.09048,0.091214
0.109045,0.090758,0.09094
0.109454,0.091314,0.090257
0.10959,0.091592,0.089984
0.109862,0.092008,0.08971
0.109999,0.092286,0.089437
0.110271,0.092842,0.088891
0.110407,0.093259,0.088754
0.110544,0.093537,0.088617
0.110816,0.094371,0.088344
0.110952,0.094788,0.088207
0.111089,0.095205,0.088207
0.111361,0.096178,0.088207
0.111361,0.096733,0.088344
0.111497,0.09715,0.088344
0.11177,0.098262,0.088617
0.111906,0.098818,0.088891
0.112042,0.099513,0.089027
0.112179,0.100625,0.0893
0.112315,0.101042,0.089437
0.112315,0.101597,0.08971
0.112315,0.102709,0.089984
0.112451,0.103265,0.090257
0.112451,0.103682,0.09053
0.112451,0.104655,0.091077
0.112315,0.105072,0.09135
0.112315,0.105489,0.09176
0.112179,0.106322,0.092443
0.112179,0.1066,0.092853
0.112042,0.107017,0.093263
0.111906,0.107295,0.09381
0.11177,0.107851,0.09463
0.111634,0.108129,0.095176
0.111361,0.108407,0.095586
0.110952,0.108824,0.096543
0.11068,0.109102,0.096953
0.110407,0.109241,0.097499
0.109862,0.109797,0.098456
0.10959,0.110075,0.098866
0.109181,0.110214,0.099276
0.1085,0.110631,0.100095
0.108227,0.11077,0.100505
0.107818,0.111047,0.101052
0.107137,0.111325,0.101872
0.106728,0.111603,0.102282
0.10632,0.111742,0.102692
0.105638,0.11202,0.103512
0.10523,0.112159,0.104058
0.104821,0.112159,0.104468
0.10414,0.112437,0.105288
0.103731,0.112437,0.105698
0.103186,0.112576,0.106108
0.102913,0.112576,0.106518
0.10196,0.112715,0.107201
0.101551,0.112715,0.107474
0.101006,0.112715,0.107884
0.100052,0.112854,0.108431
0.099507,0.112854,0.108704
0.098962,0.112854,0.108977
0.097736,0.112854,0.109387
0.097191,0.112854,0.109524
0.096509,0.112854,0.109797
0.095283,0.112715,0.110207
0.094602,0.112715,0.110344
0.094057,0.112715,0.11048
0.092831,0.112576,0.11089
0.092422,0.112437,0.111027
0.092013,0.112437,0.111164
0.091196,0.112298,0.111574
0.090787,0.112298,0.11171
0.090514,0.112159,0.111847
0.089969,0.112159,0.112257
0.089697,0.11202,0.112393
0.08956,0.11202,0.11253
0.089152,0.111881,0.112803
0.089015,0.111742,0.11294
0.088879,0.111603,0.11294
0.088607,0.111464,0.113077
0.088334,0.111186,0.113213
0.088198,0.111047,0.113213
0.088062,0.11077,0.113213
0.087653,0.110353,0.113077
0.087517,0.109936,0.113077
0.08738,0.109658,0.11294
0.087244,0.108824,0.112803
0.087244,0.108407,0.112667
0.08738,0.10799,0.11253
0.087653,0.107017,0.11212
0.087789,0.106461,0.111984
0.087925,0.106045,0.111847
0.08847,0.104933,0.111437
0.088743,0.104377,0.111164
0.089152,0.103821,0.111027
0.089833,0.102709,0.11048
0.090242,0.102153,0.110344
0.09065,0.101597,0.11007
0.091604,0.100625,0.109524
0.092149,0.100069,0.109251
0.092558,0.099513,0.108977
0.093648,0.09854,0.108431
0.094057,0.098123,0.108157
0.094602,0.097567,0.107884
0.095147,0.097011,0.107611
0.096101,0.096039,0.106928
0.096646,0.095622,0.106654
0.097191,0.095066,0.106381
0.098144,0.094093,0.105698
0.098689,0.093676,0.105425
0.099234,0.093259,0.105015
0.100188,0.092286,0.104331
0.100597,0.092008,0.104058
0.101142,0.091592,0.103648
0.102096,0.090897,0.102828
0.102505,0.090619,0.102418
0.10305,0.090202,0.102008
0.103867,0.089924,0.101189
0.104276,0.089646,0.100779
0.104685,0.089507,0.100232
0.10523,0.08909,0.099276
0.105638,0.088951,0.098729
0.105911,0.088812,0.098182
0.10632,0.088673,0.097226
0.106456,0.088673,0.096679
0.106728,0.088673,0.096133
0.106865,0.088673,0.095723
0.107137,0.088673,0.094766
0.107273,0.088673,0.09422
0.107273,0.088673,0.093946
0.107546,0.088812,0.093127
0.107682,0.088812,0.092717
0.107682,0.088951,0.092307
0.107955,0.08909,0.09176
0.108091,0.089229,0.09135
0.108227,0.089507,0.091077
0.1085,0.089924,0.09053
0.108636,0.090202,0.090257
0.108772,0.09048,0.089984
0.109181,0.091036,0.089574
0.109317,0.091453,0.0893
0.10959,0.092008,0.089027
0.109862,0.092842,0.088617
0.109999,0.093398,0.088481
0.110271,0.093815,0.088207
0.110544,0.095066,0.088071
0.110816,0.095622,0.087934
0.110952,0.096178,0.087934
0.111361,0.097289,0.087934
0.111497,0.097706,0.087934
0.111634,0.098401,0.088071
0.111634,0.098818,0.088207
0.111906,0.09993,0.088617
0.111906,0.100347,0.088754
0.112042,0.100903,0.089027
0.112179,0.101875,0.08971
0.112179,0.102292,0.089984
0.112179,0.102709,0.090257
0.112179,0.103543,0.09094
0.112042,0.104099,0.091214
0.112042,0.104377,0.091487
0.111906,0.105211,0.09217
0.111906,0.105628,0.092443
0.11177,0.106045,0.092717
0.11177,0.106739,0.0934
0.111634,0.107017,0.09381
0.111497,0.107434,0.09422
0.111361,0.10799,0.095176
0.111225,0.108268,0.095586
0.111089,0.108546,0.096133
0.110816,0.109241,0.097089
0.11068,0.109519,0.097636
0.110544,0.109797,0.098182
0.110271,0.110075,0.098729
0.109862,0.110631,0.099822
0.10959,0.110909,0.100369
0.109317,0.111047,0.100915
0.108772,0.111603,0.101735
0.1085,0.111742,0.102282
0.108227,0.11202,0.102692
0.107546,0.112298,0.103375
0.107137,0.112437,0.103785
0.106728,0.112437,0.104195
0.105775,0.112715,0.104878
0.105366,0.112715,0.105288
0.104821,0.112854,0.105698
0.103867,0.112993,0.106244
0.103322,0.112993,0.106654
0.102777,0.112993,0.106928
0.101551,0.113132,0.107611
0.101006,0.113132,0.107884
0.100325,0.113132,0.108157
0.099234,0.113132,0.108704
0.098689,0.113271,0.108977
0.098008,0.113271,0.109114
0.096782,0.113132,0.109661
0.096237,0.113132,0.109797
0.095692,0.113132,0.11007
0.095147,0.112993,0.110207
0.094057,0.112993,0.110754
0.093512,0.112854,0.11089
0.092967,0.112854,0.111027
0.092013,0.112715,0.1113
0.091604,0.112576,0.111437
0.091196,0.112576,0.11171
0.090378,0.112298,0.111847
0.090105,0.112298,0.111984
0.089833,0.112159,0.11212
0.089288,0.111881,0.112257
0.089015,0.111742,0.112393
0.088879,0.111603,0.112393
0.08847,0.111186,0.11253
0.088334,0.111047,0.11253
0.088062,0.110909,0.112667
0.087653,0.110353,0.112667
0.087517,0.110075,0.112667
0.08738,0.109658,0.112667
0.087108,0.109102,0.11253
0.087108,0.108685,0.11253
0.086972,0.108268,0.112393
0.086835,0.107434,0.112257
0.086835,0.107017,0.11212
0.086972,0.1066,0.111984
0.086972,0.106184,0.111847
0.08738,0.105211,0.111574
0.087517,0.104794,0.111437
0.087789,0.104238,0.1113
0.088607,0.103404,0.11089
0.089015,0.102848,0.110617
0.089424,0.102292,0.110344
0.090514,0.10132,0.109797
0.090923,0.100764,0.109524
0.091604,0.100208,0.109251
0.092831,0.099235,0.108704
0.093376,0.098679,0.108431
0.094057,0.098262,0.108157
0.095283,0.097428,0.107474
0.095828,0.097011,0.107201
0.096373,0.096456,0.106928
0.097463,0.095622,0.106244
0.098008,0.095205,0.105971
0.098553,0.094788,0.105698
0.099371,0.093954,0.105015
0.099916,0.093537,0.104741
0.100188,0.09312,0.104468
0.100597,0.092842,0.104195
0.101415,0.092008,0.103512
0.101823,0.091592,0.103238
0.102096,0.091175,0.102828
0.102777,0.090619,0.102145
0.103186,0.090202,0.101735
0.103595,0.089924,0.101325
0.104276,0.089507,0.100369
0.104685,0.089368,0.099959
0.105093,0.089229,0.099549
0.105638,0.088951,0.098592
0.106047,0.088951,0.098046
0.10632,0.088812,0.097636
0.106865,0.088673,0.096679
0.107137,0.088673,0.096133
0.107273,0.088812,0.095723
0.107682,0.088951,0.094766
0.107955,0.088951,0.094356
0.108091,0.08909,0.093946
0.108363,0.089368,0.093127
0.1085,0.089507,0.092717
0.108636,0.089507,0.092307
0.108772,0.089924,0.09176
0.108908,0.090063,0.09135
0.109045,0.090341,0.091077
0.109181,0.09048,0.090804
0.109317,0.091036,0.090257
0.109454,0.091314,0.09012
0.10959,0.091592,0.089847
0.109862,0.092286,0.089437
0.109999,0.092703,0.089164
0.110135,0.09312,0.089027
0.110407,0.094093,0.088617
0.110544,0.09451,0.088617
0.11068,0.095066,0.088344
0.110952,0.096178,0.088207
0.111089,0.096733,0.088071
0.111089,0.097428,0.088071
0.111361,0.09854,0.088071
0.111497,0.099096,0.088071
0.111634,0.099791,0.088207
0.111906,0.100764,0.088481
0.111906,0.101181,0.088617
0.112042,0.101736,0.088891
0.112179,0.10257,0.0893
0.112315,0.103126,0.08971
0.112315,0.103543,0.089984
0.112315,0.103821,0.090394
0.112315,0.104516,0.091077
0.112451,0.104933,0.091487
0.112315,0.105211,0.092033
0.112179,0.105906,0.092853
0.112042,0.106184,0.093263
0.111906,0.106461,0.09381
0.111634,0.107017,0.094766
0.111361,0.107156,0.095176
0.111225,0.107434,0.095586
0.11068,0.10799,0.096406
0.110407,0.108268,0.096816
0.110135,0.108546,0.097226
0.109726,0.108963,0.098046
0.109454,0.109241,0.098456
0.109181,0.109519,0.098866
0.108636,0.110075,0.099822
0.108363,0.110353,0.100232
0.108227,0.110631,0.100642
0.107682,0.111186,0.101599
0.10741,0.111325,0.102145
0.107137,0.111603,0.102555
0.106592,0.112159,0.103512
0.10632,0.112298,0.104058
0.105911,0.112437,0.104468
0.105638,0.112715,0.105015
0.104821,0.112993,0.105835
0.104412,0.113132,0.106244
0.103867,0.113271,0.106654
0.102913,0.11341,0.107338
0.102368,0.11341,0.107611
0.101823,0.113549,0.107884
0.100597,0.113549,0.108567
0.100052,0.113549,0.108704
0.099371,0.113549,0.108977
0.098144,0.113688,0.109387
0.097599,0.113549,0.109661
0.096918,0.113549,0.109797
0.095692,0.11341,0.11007
0.095147,0.11341,0.110344
0.094602,0.113271,0.11048
0.093648,0.113132,0.110754
0.093103,0.113132,0.11089
0.092694,0.112993,0.111027
0.091877,0.112854,0.111437
0.091604,0.112715,0.111574
0.091332,0.112576,0.11171
0.091059,0.112576,0.111847
0.090514,0.112298,0.112257
0.090242,0.112298,0.112393
0.089969,0.11202,0.11253
0.089424,0.111742,0.112803
0.089152,0.111603,0.11294
0.088743,0.111464,0.113077
0.088198,0.110909,0.11335
0.087925,0.110631,0.11335
0.087653,0.110492,0.11335
0.087244,0.109797,0.113487
0.087108,0.10938,0.113487
0.087108,0.109102,0.113487
0.086972,0.108268,0.113213
0.086972,0.10799,0.113077
0.087108,0.107573,0.11294
0.08738,0.106739,0.11253
0.087653,0.106322,0.112393
0.087925,0.105906,0.11212
0.088334,0.105072,0.111574
0.088743,0.104655,0.1113
0.089015,0.104238,0.111027
0.089833,0.103404,0.11048
0.090105,0.102987,0.110207
0.090514,0.102431,0.109934
0.091059,0.101875,0.109661
0.091877,0.100903,0.108977
0.092422,0.100347,0.108704
0.092831,0.099791,0.108431
0.093921,0.098818,0.107884
0.094466,0.098262,0.107611
0.094874,0.097567,0.107338
0.095964,0.096595,0.106791
0.096509,0.096039,0.106381
0.097054,0.095344,0.106108
0.098144,0.094371,0.105561
0.098553,0.093954,0.105288
0.099098,0.093398,0.104878
0.100052,0.092564,0.104195
0.100461,0.092286,0.103921
0.10087,0.09187,0.103512
0.101823,0.091314,0.102828
0.102232,0.091036,0.102418
0.102641,0.090758,0.102008
0.103458,0.090341,0.101325
0.103867,0.090202,0.100779
0.10414,0.090063,0.100369
0.104548,0.089924,0.099959
0.105093,0.089368,0.099139
0.105366,0.089229,0.098592
0.105638,0.08909,0.098182
0.106183,0.088673,0.097226
0.106456,0.088395,0.096679
0.106592,0.088395,0.096269
0.107001,0.088117,0.09545
0.107273,0.088117,0.09504
0.10741,0.088117,0.09463
0.107682,0.088117,0.09381
0.107818,0.088256,0.0934
0.108091,0.088395,0.093127
0.108227,0.088812,0.092443
0.1085,0.08909,0.092033
0.108636,0.089229,0.09176
0.108908,0.089785,0.091214
0.109045,0.090202,0.09094
0.109181,0.09048,0.090667
0.109317,0.091175,0.09012
0.10959,0.091731,0.089847
0.10959,0.092147,0.089574
0.109999,0.092981,0.089164
0.110135,0.093537,0.088891
0.110271,0.094093,0.088754
0.110407,0.094649,0.088481
0.11068,0.095622,0.088207
0.110952,0.096317,0.088207
0.111089,0.096733,0.088207
0.111361,0.097845,0.088207
0.111497,0.098401,0.088344
0.111634,0.098957,0.088481
0.11177,0.09993,0.088754
0.111906,0.100486,0.088891
0.112042,0.101042,0.089164
0.112179,0.102014,0.089437
0.112179,0.102431,0.08971
0.112315,0.102987,0.089984
0.112451,0.103821,0.09053
0.112451,0.104238,0.090804
0.112451,0.104655,0.091077
0.112451,0.10535,0.09176
0.112451,0.105628,0.09217
0.112451,0.106045,0.09258
0.112315,0.1066,0.0934
0.112315,0.106878,0.093946
0.112179,0.107156,0.094356
0.112179,0.107434,0.094903
0.111906,0.10799,0.095859
0.11177,0.108268,0.096406
0.111634,0.108546,0.096816
0.111361,0.109102,0.097909
0.111089,0.10938,0.098319
0.110952,0.109658,0.098866
0.110407,0.110214,0.099822
0.110135,0.110492,0.100232
0.109862,0.110631,0.100642
0.109045,0.111186,0.101462
0.108772,0.111325,0.101872
0.108363,0.111603,0.102282
0.107546,0.11202,0.102965
0.107001,0.112298,0.103238
0.106592,0.112437,0.103512
0.105638,0.112715,0.104195
0.10523,0.112854,0.104468
0.104685,0.112993,0.104878
0.103731,0.113132,0.105425
0.10305,0.113271,0.105835
0.102641,0.113271,0.106244
0.101551,0.113271,0.106791
0.101006,0.113271,0.107201
0.100461,0.113271,0.107611
0.099916,0.113271,0.107884
0.098826,0.113271,0.108567
0.098281,0.113132,0.108977
0.097736,0.113132,0.109251
0.096646,0.112993,0.109934
0.096237,0.112993,0.110207
0.095556,0.112854,0.110344
0.094602,0.112715,0.11089
0.094057,0.112715,0.111164
0.093648,0.112576,0.1113
0.092694,0.112576,0.11171
0.092149,0.112437,0.111847
0.091741,0.112437,0.111847
0.090923,0.112298,0.11212
0.09065,0.112298,0.11212
0.090242,0.112159,0.112257
0.089697,0.11202,0.112257
0.089424,0.11202,0.112393
0.089288,0.111881,0.112393
0.088879,0.111603,0.112393
0.088607,0.111325,0.112257
0.08847,0.111186,0.112257
0.088062,0.11077,0.112257
0.087789,0.110353,0.112257
0.087653,0.110075,0.112257
0.087517,0.109797,0.112257
0.087108,0.109102,0.112257
0.086972,0.108685,0.11212
0.086972,0.108268,0.11212
0.086835,0.107573,0.11212
0.086972,0.107017,0.111984
0.086972,0.1066,0.111984
0.08738,0.105767,0.111847
0.087653,0.105211,0.111847
0.088062,0.104794,0.11171
0.088879,0.103821,0.111437
0.089288,0.103404,0.1113
0.089697,0.102987,0.111164
0.090787,0.102014,0.110754
0.091332,0.101597,0.11048
0.091877,0.101181,0.110344
0.092967,0.100208,0.109797
0.093376,0.099791,0.109524
0.093921,0.099513,0.109251
0.094874,0.09854,0.108704
0.095283,0.097984,0.108294
0.095828,0.097567,0.108021
0.096373,0.09715,0.107611
0.097327,0.096317,0.106928
0.097736,0.095761,0.106518
0.098281,0.095344,0.106108
0.099234,0.09451,0.105288
0.099779,0.094093,0.104878
0.100188,0.093676,0.104468
0.101142,0.092703,0.103785
0.101687,0.092286,0.103238
0.102096,0.092008,0.102828
0.10305,0.091175,0.102145
0.103458,0.090897,0.101735
0.103867,0.09048,0.101325
0.104548,0.089924,0.100505
0.104957,0.089646,0.100095
0.105366,0.089507,0.099685
0.105911,0.08909,0.098866
0.106183,0.088951,0.098456
0.10632,0.088812,0.098046
0.106865,0.088673,0.097089
0.107001,0.088534,0.096679
0.107273,0.088534,0.096269
0.107546,0.088395,0.09545
0.107682,0.088395,0.09504
0.107818,0.088395,0.09463
0.107955,0.088395,0.09422
0.108091,0.088534,0.0934
0.108227,0.088673,0.09299
0.108363,0.088812,0.09258
0.108636,0.089229,0.09176
0.108636,0.089507,0.091487
0.108772,0.089785,0.091077
0.109045,0.090341,0.090394
0.109181,0.090897,0.09012
0.109181,0.091314,0.089847
0.10959,0.092147,0.089437
0.109726,0.092564,0.089164
0.109862,0.09312,0.088891
0.110271,0.094093,0.088481
0.110407,0.094649,0.088344
0.110544,0.095205,0.088207
0.110952,0.096178,0.088071
0.111089,0.096872,0.087934
0.111225,0.097289,0.087934
0.111497,0.098262,0.087934
0.111634,0.098818,0.087934
0.11177,0.099235,0.087934
0.111906,0.099791,0.088071
0.112042,0.100625,0.088481
0.112042,0.101042,0.088617
0.112179,0.101459,0.088891
0.112179,0.102292,0.089437
0.112179,0.102709,0.08971
0.112179,0.103126,0.09012
0.112179,0.103821,0.090804
0.112179,0.104099,0.091214
0.112042,0.104516,0.091623
0.112042,0.10535,0.092443
0.111906,0.105628,0.092853
0.111906,0.106045,0.0934
0.111634,0.106739,0.09422
0.111634,0.107156,0.09463
0.111497,0.107434,0.095176
0.111225,0.108129,0.096133
0.111089,0.108407,0.096543
0.110952,0.108824,0.096953
0.11068,0.109519,0.097909
0.110544,0.109797,0.098456
0.110407,0.110214,0.098866
0.109999,0.11077,0.099822
0.109862,0.111047,0.100369
0.10959,0.111325,0.100915
0.109317,0.111603,0.101325
0.108772,0.112159,0.102418
0.108363,0.112298,0.102828
0.108091,0.112437,0.103375
0.107273,0.112715,0.104331
0.106728,0.112854,0.104741
0.10632,0.112993,0.105151
0.10523,0.113132,0.105971
0.104685,0.113271,0.106381
0.10414,0.113271,0.106791
0.102913,0.11341,0.107474
0.102232,0.11341,0.107748
0.101551,0.11341,0.107884
0.100325,0.11341,0.108567
0.099643,0.11341,0.108704
0.099098,0.11341,0.108977
0.097872,0.11341,0.109387
0.097327,0.11341,0.109661
0.096782,0.11341,0.109797
0.095828,0.113271,0.110207
0.095419,0.113271,0.11048
